icpsr,party_code,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,vote_31,vote_32,vote_33,vote_34,vote_35,vote_36,vote_37,vote_38,vote_39,vote_40,vote_41,vote_42,vote_43,vote_44,vote_45,vote_46,vote_47,vote_48,vote_49,vote_50,vote_51,vote_52,vote_53,vote_54,vote_55,vote_56,vote_57,vote_58,vote_59,vote_60,vote_61,vote_62,vote_63,vote_64,vote_65,vote_66,vote_67,vote_68,vote_69,vote_70,vote_71,vote_72
6436,200.0,2.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,6.0,5.0,9.0,9.0
6453,200.0,2.0,6.0,5.0,5.0,5.0,2.0,9.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,5.0,1.0,5.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,1.0,9.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,1.0
6456,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
6494,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0
6520,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,6.0,9.0,5.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,5.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0
6589,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,9.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,9.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,1.0
6598,100.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,9.0,9.0,6.0,1.0,6.0,9.0,1.0,1.0,6.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,6.0,9.0,9.0,5.0,1.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0
6621,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,2.0
6628,200.0,2.0,6.0,5.0,5.0,5.0,2.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,9.0,9.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
6639,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,9.0,2.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,6.0
6646,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,5.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,1.0,6.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,9.0,5.0,9.0,9.0,9.0,5.0,9.0,9.0,1.0,1.0,6.0,2.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,2.0
6649,100.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,9.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,9.0,9.0,6.0,1.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0
6662,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,5.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0
6668,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0
6686,200.0,2.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
6688,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,6.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,1.0,9.0,6.0,9.0,1.0,6.0,6.0,1.0,9.0
6730,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
6805,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,9.0
6868,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,9.0,1.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
6869,200.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,9.0,1.0,2.0,1.0,9.0,5.0,1.0,1.0,9.0,1.0,6.0,9.0,6.0,9.0,1.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,6.0,2.0,1.0,6.0,1.0,1.0,1.0
6876,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0
6907,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,1.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
6929,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0
6971,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
6972,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,9.0,2.0,9.0,1.0,1.0,1.0,9.0,6.0,5.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,1.0,9.0,6.0,1.0,6.0,6.0,1.0,5.0,1.0,9.0,9.0,5.0,2.0,2.0,2.0,9.0,5.0,2.0,9.0,2.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,2.0
7006,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
7010,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,9.0,1.0,6.0,1.0,6.0,6.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0
7016,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0
7018,100.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,9.0,5.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,2.0,1.0,9.0,9.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,2.0,9.0,1.0,6.0,6.0,1.0,1.0
7050,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,5.0,2.0,5.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0,5.0,9.0,,,,,,,,,,,,,,,,,,
7059,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,6.0,1.0,1.0,2.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,2.0,2.0,9.0,5.0,6.0,1.0,1.0
7064,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,9.0,1.0,6.0,1.0,6.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
7174,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7183,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,6.0,9.0,6.0,6.0,1.0,1.0
7196,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,9.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,6.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0
7208,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,1.0,6.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,9.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
7292,200.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,9.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,2.0,9.0,2.0,2.0,9.0,9.0,1.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0
7304,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,9.0,9.0,6.0,1.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,9.0,6.0
7350,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,2.0,5.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,6.0,6.0,6.0,9.0,1.0,9.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
7540,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,5.0,5.0,9.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,2.0,9.0,1.0,9.0,5.0,2.0,2.0,9.0,6.0,5.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,9.0
7565,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,2.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,9.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,1.0,9.0,9.0,1.0,9.0,9.0,6.0,1.0,5.0,2.0,8.0,1.0,1.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,6.0,2.0,2.0,6.0,9.0,9.0,6.0,9.0,9.0,5.0,9.0,1.0,1.0,1.0,6.0,6.0
7585,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,6.0,1.0,6.0,6.0,9.0,6.0,1.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0
7589,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,1.0,6.0,9.0,1.0,1.0,6.0,9.0,1.0,6.0,9.0,1.0,9.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,6.0,9.0,9.0,6.0,1.0,9.0,1.0,6.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,1.0,9.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0
7655,200.0,2.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,5.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,2.0,5.0,9.0,1.0,6.0,6.0,6.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
7669,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,5.0,1.0,9.0,2.0,9.0,1.0,6.0,6.0,2.0,2.0,9.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0,9.0,5.0,2.0,1.0,6.0,1.0,5.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,2.0,9.0,9.0,6.0,1.0,6.0,5.0,9.0,9.0,1.0,9.0,9.0,1.0,2.0,9.0,6.0,6.0,1.0,1.0
7674,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
